team,award_name,year,event
frc27,Regional Finalists,2013,2013miliv
frc27,District Chairman's Award,2013,2013misjo
frc27,District Finalists,2013,2013misjo
frc27,Engineering Inspiration Award,2013,2013mndu2
frc27,Championship Finalists,2014,2014arc
frc27,Chairman's Award,2014,2014cmp
frc27,FIRST Dean's List Award,2014,2014cmp
frc27,Regional Winner,2014,2014micmp
frc27,FIRST Dean's List Finalist,2014,2014micmp
frc27,Engineering Inspiration,2014,2014micmp
frc27,Finalist,2014,2014mihow
frc27,Engineering Inspiration,2014,2014mihow
frc27,Quality Award sponsored by Motorola,2014,2014misjo
frc27,Finalist,2014,2014misjo
frc27,Regional Chairman's Award,2014,2014mndu2
frc27,Industrial Design Award sponsored by General Motors,2014,2014mndu2
frc27,Championship Subdivision Finalist,2015,2015gal
frc27,District Championship Finalist,2015,2015micmp
frc27,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2015,2015micmp
frc27,FIRST Dean's List Finalist Award,2015,2015micmp
frc27,District Event Finalist,2015,2015mifla
frc27,Creativity Award sponsored by Xerox,2015,2015mifla
frc27,Team Spirit Award sponsored by Chrysler,2015,2015miliv
frc27,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2015,2015mndu2
frc27,Quality Award sponsored by Motorola Solutions Foundation,2016,2016mibro
frc27,District Event Finalist,2016,2016mibro
frc27,District Championship Winner,2016,2016micmp
frc27,District Event Winner,2016,2016miliv
frc27,Industrial Design Award sponsored by General Motors,2016,2016miliv
frc27,Quality Award sponsored by Motorola Solutions Foundation,2016,2016ohcl
frc27,Regional Finalists,2016,2016ohcl
frc27,Championship Subdivision Finalist,2017,2017dal
frc27,Engineering Inspiration Award,2017,2017dal
frc27,Industrial Design Award sponsored by General Motors,2017,2017micmp4
frc27,FIRST Dean's List Finalist Award,2017,2017micmp
frc27,Quality Award sponsored by Motorola Solutions Foundation,2017,2017mihow
frc27,District Event Finalist,2017,2017mihow
frc27,District Event Winner,2017,2017miwat
frc27,District Engineering Inspiration Award,2017,2017miwat
frc27,Regional Finalists,2017,2017mndu2
frc27,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2017,2017mndu2
frc27,Championship Winner,2018,2018cmpmi
frc27,Championship Subdivision Winner,2018,2018dal
frc27,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2018,2018dal
frc27,Winner,2018,2018marc
frc27,Winner,2018,2018mibotb
frc27,Best Community Outreach Award (Engineering inspiration),2018,2018mibotb
frc27,Industrial Design Award sponsored by General Motors,2018,2018micmp2
frc27,FIRST Dean's List Finalist Award,2018,2018micmp
frc27,District Event Winner,2018,2018miliv
frc27,Gracious Professionalism Award sponsored by Johnson & Johnson,2018,2018miliv
frc27,Industrial Design Award sponsored by General Motors,2018,2018mimil
frc27,Innovation in Control Award sponsored by Rockwell Automation,2018,2018nyut
frc27,Industrial Design Award sponsored by General Motors,2019,2019alhu
frc27,Quality Award sponsored by Motorola Solutions Foundation,2019,2019miken
frc27,District Event Winner,2019,2019miket
frc27,Autonomous Award sponsored by Ford,2019,2019miket
frc27,Finalist,2019,2019mikk
frc27,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2019,2019tes
frc27,FIRST Dean's List Finalist Award,2020,2020micmp
frc27,District Event Winner,2020,2020miket
frc27,Excellence in Engineering Award sponsored by Delphi,2020,2020miket
frc27,Engineering Design Award,2021,2021gamli
frc27,Autonomous Award sponsored by Ford,2021,2021irhte
frc27,District Championship Winner,2022,2022micmp4
frc27,Quality Award,2022,2022micmp4
frc27,District Championship Winner,2022,2022micmp
frc27,District Event Winner,2022,2022miket
frc27,Autonomous Award sponsored by Ford,2022,2022miket
frc27,District Event Winner,2022,2022mitry
frc27,Excellence in Engineering Award,2022,2022mitry
frc27,Regional Winners,2022,2022paca
frc27,Autonomous Award sponsored by Ford,2022,2022paca
frc27,Regional Finalists,2023,2023ilpe
frc27,Team Sustainability Award,2023,2023ilpe
frc27,Mentor of the Year (Woodie Flowers),2023,2023mibro
frc27,Innovation in Control Award,2023,2023micmp2
frc27,Team Sustainability Award,2023,2023mimil
frc27,District Event Winner,2023,2023miwmi
frc27,Excellence in Engineering Award,2023,2023miwmi
frc27,Team Sustainability Award sponsored by Dow,2024,2024dal
frc27,Winner,2024,2024mibg
frc27,District Championship Winner,2024,2024micmp2
frc27,Excellence in Engineering Award,2024,2024micmp2
frc27,District Championship Winner,2024,2024micmp
frc27,FIRST Dean's List Finalist Award,2024,2024micmp
frc27,Excellence in Engineering Award,2024,2024miket
frc27,District Event Winner,2024,2024mitry
frc27,Excellence in Engineering Award,2024,2024mitry
frc27,District Championship Dean's List Semi-Finalist,2024,2024mitry
frc27,Regional Winners,2024,2024nyro
frc27,Industrial Design Award sponsored by General Motors,2024,2024nyro
frc28,Judges' Award,1998,1998tx
frc28,Judges' Award,2000,2000li
frc28,Regional Finalist,2001,2001ny1
frc28,Regional Winner,2002,2002li
frc28,Judges Award Friday,2003,2003li
frc28,Regional Finalist,2004,2004li
frc28,Regional Finalist,2014,2014nyli
frc28,Engineering Inspiration,2014,2014nyli
frc28,Creativity Award sponsored by Xerox,2015,2015nyli
frc28,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2016,2016nyli
frc28,Creativity Award sponsored by Xerox,2019,2019nyli
frc28,Regional FIRST Impact Award,2023,2023nyli
frc29,Judges' Award,1998,1998tx
frc30,Judges Award - Friday,2002,2002nj
frc31,Sportsmanship-GP,2000,2000tx
frc31,Johnson & Johnson Sportsmanship Award,2002,2002mo
frc31,FIRST Dean's List Finalist Award,2016,2016okok
frc31,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2017,2017okok
frc31,FIRST Dean's List Finalist Award,2018,2018okok
frc31,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2019,2019mokc3
frc31,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2019,2019okok
frc31,FIRST Dean's List Finalist Award,2019,2019okok
frc31,FIRST Dean's List Finalist Award,2020,2020oktu
frc31,FIRST Dean's List Finalist Award,2022,2022oktu
frc31,Innovation in Control Award,2024,2024okok
frc31,Excellence in Engineering Award,2024,2024oktu
frc33,Best Play of the Day Award,1999,1999il
frc33,Regional Finalist,2000,2000pa
frc33,#1 Seed,2000,2000pa
frc33,Most Photogenic Award,2000,2000pa
frc33,Division Champion,2001,2001arc
frc33,Championship Finalist,2001,2001cmp
frc33,Regional Winner,2001,2001mi1
frc33,Regional Winner,2001,2001mi2
frc33,"Delphi ""Driving Tomorrow's Technology""",2001,2001mi2
frc33,Regional Winner,2002,2002mi
frc33,"Delphi ""Driving Tomorrow's Technology""",2004,2004cmp
frc33,Leadership in Control Award,2004,2004dt
frc33,Regional Winner,2004,2004on
frc33,General Motors Industrial Design Award,2004,2004on
frc33,"Delphi ""Driving Tomorrow's Technology"" Award",2004,2004on
frc33,Regional Winner,2004,2004va
frc33,Xerox Creativity Award,2004,2004va
frc33,Imagery,2005,2005cmp
frc33,Division Champion,2005,2005cur
frc33,Industrial Design,2005,2005dt
frc33,Regional Finalist,2005,2005dt
frc33,Regional Finalist,2005,2005mi
frc33,Imagery,2005,2005mi
frc33,Division Finalist,2006,2006arc
frc33,"Delphi ""Driving Tommorow's Technology"" Award",2006,2006dt
frc33,"Delphi ""Driving Tommorow's Technology"" Award",2006,2006gl
frc33,Imagery Award,2006,2006mi
frc33,Xerox Creativity Award,2007,2007dt
frc33,Imagery Award,2007,2007gl
frc33,DaimlerChrysler Team Spirit Award,2007,2007gl
frc33,Rockwell Automation Innovation in Control Award,2007,2007mi
frc33,Woodie Flowers Award,2008,2008gl
frc33,Rockwell Automation Innovation in Control Award,2008,2008il
frc33,Motorola Quality Award,2008,2008mi
frc33,Regional Finalist,2008,2008mi
frc33,Championship - Imagery,2009,2009cmp
frc33,Regional Chairman's Award,2009,2009gg
frc33,State Championship Chairman's Award,2009,2009gl
frc33,Archimedes - Division Finalist,2010,2010arc
frc33,Championship - Industrial Design Award sponsored by General Motors,2010,2010cmp
frc33,Industrial Design sponsored by General Motors,2010,2010gg
frc33,Finalist,2010,2010gg
frc33,Regional Chairman's Award,2010,2010gl
frc33,Regional Chairman's Award,2010,2010oc
frc33,Coopertition Award,2010,2010oc
frc33,Finalist,2010,2010oc
frc33,Winner,2011,2011gg
frc33,Quality Award sponsored by Motorola,2011,2011gg
frc33,Winner,2011,2011gl
frc33,Industrial Design sponsored by General Motors,2011,2011gl
frc33,Regional Chairman's Award,2011,2011oc
frc33,Industrial Design Award sponsored by General Motors,2012,2012cmp
frc33,Regional Winners,2012,2012gg
frc33,Creativity Award sponsored by Xerox,2012,2012gg
frc33,Regional Chairman's Award,2012,2012gl
frc33,FIRST Dean's List Finalist Award,2012,2012gl
frc33,District Chairman's Award,2012,2012oc
frc33,Championship Division Winners - Archimedes,2013,2013arc
frc33,Quality Award sponsored by Motorola,2013,2013cmp
frc33,Championship Finalists,2013,2013cmp
frc33,Regional Winners,2013,2013mibed
frc33,Industrial Design Award sponsored by General Motors,2013,2013mibed
frc33,District Winners,2013,2013migbl
frc33,Quality Award sponsored by Motorola,2013,2013migbl
frc33,District Winners,2013,2013miwfd
frc33,Innovation in Control Award sponsored by Rockwell Automation,2013,2013miwfd
frc33,Championship Finalists,2014,2014arc
frc33,Regional Chairman's Award,2014,2014micmp
frc33,Regional Winner,2014,2014micmp
frc33,Excellence in Engineering Award sponsored by Delphi,2014,2014mimid
frc33,District Chairman's Award,2014,2014misou
frc33,Winner,2014,2014misou
frc33,Winner,2014,2014mitry
frc33,Quality Award sponsored by Motorola,2014,2014mitry
frc33,District Event Winner,2015,2015misou
frc33,Industrial Design Award sponsored by General Motors,2015,2015misou
frc33,District Chairman's Award,2015,2015mitry
frc33,District Event Winner,2015,2015mitry
frc33,District Event Winner,2016,2016mitry
frc33,Quality Award sponsored by Motorola Solutions Foundation,2016,2016mitry
frc33,District Chairman's Award,2016,2016miwat
frc33,District Event Winner,2016,2016miwat
frc33,Championship Subdivision Finalist,2016,2016tes
frc33,Industrial Design Award sponsored by General Motors,2017,2017cars
frc33,District Championship Winner,2017,2017micmp2
frc33,Industrial Design Award sponsored by General Motors,2017,2017micmp2
frc33,District Championship Winner,2017,2017micmp
frc33,District Event Winner,2017,2017misou
frc33,Industrial Design Award sponsored by General Motors,2017,2017misou
frc33,District Event Finalist,2017,2017miwat
frc33,Innovation in Control Award sponsored by Rockwell Automation,2017,2017miwat
frc33,District Event Finalist,2017,2017onwin
frc33,Creativity Award sponsored by Xerox,2017,2017onwin
frc33,Creativity Award sponsored by Xerox,2018,2018dal
frc33,Imagery Award in honor of Jack Kamen,2018,2018micmp1
frc33,District Event Finalist,2018,2018mimil
frc33,Team Spirit Award sponsored by FCA Foundation,2018,2018mimil
frc33,District Chairman's Award,2018,2018misou
frc33,District Event Winner,2018,2018misou
frc33,District Event Winner,2018,2018onwin
frc33,Quality Award sponsored by Motorola Solutions Foundation,2018,2018onwin
frc33,Winner,2019,2019marcm
frc33,District Event Winner,2019,2019mial2
frc33,Winner,2019,2019mibb
frc33,Finalist,2019,2019mibro
frc33,District Chairman's Award,2019,2019micen
frc33,District Event Winner,2019,2019micen
frc33,District Championship Winner,2019,2019micmp2
frc33,Excellence in Engineering Award sponsored by Delphi,2019,2019micmp2
frc33,FIRST Dean's List Finalist Award,2019,2019micmp
frc33,District Event Winner,2019,2019misou
frc33,Excellence in Engineering Award sponsored by Delphi,2019,2019misou
frc33,FIRST Dean's List Finalist Award,2020,2020micmp
frc33,Gracious Professionalism Award sponsored by Johnson & Johnson,2020,2020misou
frc33,Game Design Challenge Finalist,2021,2021gamce
frc33,Concept Award,2021,2021gamtc
frc33,Industrial Design Award sponsored by General Motors,2021,2021irhmg
frc33,Skills Competition Winner,2021,2021irhmg
frc33,Winner,2022,2022marc2
frc33,Autonomous Autopilot Award,2022,2022marc2
frc33,District Event Winner,2022,2022mibel
frc33,Autonomous Award sponsored by Ford,2022,2022mibel
frc33,District Championship Winner,2022,2022micmp2
frc33,Autonomous Award sponsored by Ford,2022,2022micmp2
frc33,Woodie Flowers Finalist Award,2022,2022micmp
frc33,District Event Winner,2022,2022midet
frc33,Autonomous Award sponsored by Ford,2022,2022midet
frc33,Championship Division Finalist,2023,2023arc
frc33,Grid Master / MARC at MARC Award (quality),2023,2023marc
frc33,Finalist,2023,2023marc
frc33,Winner,2023,2023mibb
frc33,Innovation in Control Award,2023,2023mibel
frc33,Winner,2023,2023mibro
frc33,Autonomous Award sponsored by Ford,2023,2023micmp3
frc33,Winner,2024,2024mibb
frc33,Winner,2024,2024mibg
frc33,Finalist,2024,2024mibro2
frc33,District Championship Finalist,2024,2024micmp1
frc33,Industrial Design Award sponsored by General Motors,2024,2024miket
frc33,District Event Finalist,2024,2024miliv
frc33,Winner,2024,2024mirr
frc34,Judges' Award,1998,1998nh
frc34,"Delphi ""Driving Tomorrow's Technology""",2000,2000va
frc34,Regional Finalist,2001,2001tx
frc34,Imagery Award,2002,2002mo
frc34,Regional Winner,2002,2002tx
frc34,Regional Winner,2003,2003ga
frc34,Motorola Quality Award,2003,2003ga
frc34,DaimlerChrysler Team Spirit Award,2003,2003ga
frc34,Website Design Award,2003,2003ga
frc34,Regional Winner,2003,2003tx
frc34,Judges Award Friday,2003,2003tx
frc34,Kleiner Perkins Caufield & Byers Entrepreneurship,2003,2003tx
frc34,Website Design Award,2003,2003tx
frc34,Regional Finalist,2004,2004ga
frc34,Website Design Award,2004,2004ga
frc34,Engineering Inspiration Award,2004,2004ga
frc34,Xerox Creativity Award,2004,2004sc
frc34,Website Design Award,2004,2004sc
frc34,Imagery Award ,2005,2005ga
frc34,Woodie Flowers Finalist Award,2005,2005ga
frc34,"Kleiner, Perkins, Caufield and Byers Entrepreneurship Award",2006,2006ga
frc34,Website Award,2006,2006sac
frc34,Underwriters Laboratories Industrial Safety Award,2006,2006sc
frc34,"Kleiner, Perkins, Caufield and Byers Entrepreneurship Award",2006,2006sc
frc34,Championship - Imagery Award,2007,2007cmp
frc34,Johnson & Johnson Sportsmanship Award,2007,2007la
frc34,Imagery Award,2007,2007sc
frc34,Regional Chairman's Award,2008,2008ga
frc34,Regional Finalist,2008,2008ga
frc34,Website Award,2008,2008ga
frc34,Johnson & Johnson Gracious Professionalism,2009,2009ga
frc34,Website Award,2009,2009ga
frc34,Chrysler Team Spirit Award,2009,2009tx
frc34,Quality Award sponsored by Motorola,2010,2010ga
frc34,Finalist,2010,2010ga
frc34,Industrial Design sponsored by General Motors,2011,2011la
frc34,Quality Award sponsored by Motorola,2012,2012ga
frc34,Regional Finalists,2017,2017mosl
frc34,Wildcard,2017,2017mosl
frc34,Gracious Professionalism Award sponsored by Johnson & Johnson,2018,2018alhu
frc34,FIRST Dean's List Finalist Award,2018,2018alhu
frc34,Team Spirit Award,2024,2024alhu
frc34,FIRST Dean's List Finalist Award,2024,2024alhu
frc34,Regional FIRST Impact Award,2024,2024mslr
frc37,Outstanding Defense,1998,1998nj
frc37,Sportsmanship-GP,2001,2001fl
frc37,Regional Finalist,2001,2001fl
frc38,Rookie All-Star,1998,1998cmp
frc38,Team Spirit Award,1999,1999ne
frc38,Industrial Design,2001,2001cmp
frc38,Quality,2001,2001ct
frc38,Regional Finalist,2001,2001ct
frc38,#1 Seed,2001,2001ct
frc38,Incredible Play,2001,2001ct
frc38,Xerox Creativity Award,2004,2004ct
frc38,General Motors Industrial Design,2005,2005ny
frc38,Regional Finalist,2005,2005ny
frc39,Regional Winner,2007,2007az
frc39,General Motors Industrial Design Award,2007,2007az
frc39,Regional Finalist,2007,2007nv
frc39,Regional Winner,2008,2008az
frc39,General Motors Industrial Design Award,2008,2008az
frc39,"Delphi ""Driving Tomorrow's Technology"" Award",2008,2008az
frc39,Regional Winner,2008,2008nv
frc39,General Motors Industrial Design Award,2008,2008nv
frc39,Regional Winner,2009,2009az
frc39,Innovation in Control Award sponsored by Rockwell Automation,2010,2010nv
frc39,Website Award,2010,2010nv
frc40,Motorola Quality Award,2004,2004nh
frc40,Regional Finalist,2004,2004nh
frc40,Creativity,2005,2005nh
frc40,Regional Finalist,2005,2005wat
frc40,Delphi Drive Tommorows Technology,2005,2005wat
frc40,Judge's Award (Day 1),2006,2006ma
frc40,Regional Finalist,2006,2006ma
frc40,Imagery Award,2006,2006nh
frc40,Rockwell Automation Innovation in Control Award,2007,2007nh
frc40,Regional Winner,2008,2008ma
frc40,Xerox Creativity Award,2008,2008ma
frc40,Regional Winner,2008,2008nh
frc40,Regional Finalist,2009,2009md
frc40,"Delphi ""Driving Tomorrow's Technology"" Award",2009,2009md
frc40,Regional Finalist,2009,2009nh
frc40,"Delphi ""Driving Tomorrow's Technology""",2010,2010nh
frc40,Coopertition Award,2011,2011nh
frc40,Finalist,2011,2011nh
frc40,Engineering Excellence Award sponsored by Delphi,2011,2011nh
frc40,Winner,2011,2011wor
frc40,Engineering Excellence Award sponsored by Delphi,2011,2011worfrc41,Judges' Award,1997,1997nj
frc41,Regional Finalist,2002,2002ny
frc41,Xerox Creativity Award,2004,2004ny
frc41,Judges Award,2007,2007nj
frc41,Regional Winner,2008,2008ny
frc41,Leadership in Controls,2009,2009nj
frc41,Gracious Professionalism Award sponsored by Johnson & Johnson,2015,2015njfla
