team,award_name,year,event
frc2264,Excellence in Engineering Award sponsored by Delphi,2019,2019mndu
frc2264,Innovation in Control Award sponsored by Rockwell Automation,2020,2020mndu
frc2264,Team Spirit Award,2022,2022mndu
frc2264,Gracious Professionalism Award,2022,2022mnmi
frc2264,Regional Finalists,2023,2023iacf
frc2264,Innovation in Control Award,2023,2023iacf
frc2264,Wildcard,2023,2023iacf
frc2264,Excellence in Engineering Award,2023,2023mndu
frc2265,Rookie All Star Award,2007,2007ny
frc2265,Website Award,2009,2009ct
frc2265,Imagery,2010,2010nj
frc2265,Winner,2010,2010ny
frc2265,Engineering Inspiration,2010,2010ny
frc2265,FIRST Dean's List Finalist Award,2011,2011nj
frc2265,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2011,2011ny
frc2265,Imagery Award in honor of Jack Kamen,2012,2012ny
frc2265,Imagery Award in honor of Jack Kamen,2017,2017nyny
frc2265,Regional Engineering Inspiration Award,2018,2018nyny
frc2265,Regional Winners,2019,2019nyny
frc2265,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2019,2019nyny
frc2265,Team Spirit Award sponsored by FCA Foundation,2019,2019nysu
frc2265,Regional Chairman's Award,2021,2021nyqaw
frc2265,Regional Finalists,2022,2022nyny
frc2265,Team Spirit Award,2022,2022nyny
frc2265,Team Spirit Award,2023,2023nyli
frc2265,Team Spirit Award,2023,2023nyny
frc2266,Regional Finalist,2007,2007br
frc2266,Xerox Creativity Award,2007,2007br
frc2272,Rookie All Star Award,2007,2007ca
frc2272,Highest Rookie Seed Award,2007,2007ca
frc2272,Galileo - Highest Rookie Seed,2007,2007gal
frc2274,Regional Winner,2007,2007ny
frc2275,Judges Award,2007,2007co
frc2276,Highest Rookie Seed Award,2007,2007tx
frc2278,Rookie Inspiration Award,2007,2007fl
frc2279,Highest Rookie Seed Award,2007,2007pit
frc2280,Judges Award,2008,2008pit
frc2283,Championship - Rookie All Star Award,2007,2007cmp
frc2283,Rookie All Star Award,2007,2007dt
frc2283,Regional Engineering Inspiration Award,2009,2009da
frc2283,Championship - Team Spirit Award sponsored by Chrysler,2010,2010cmp
frc2283,Engineering Inspiration,2010,2010da
frc2283,Regional Chairman's Award,2011,2011da
frc2283,Website Award,2011,2011da
frc2283,Media and Technology Award sponsored by Comcast,2013,2013cmp
frc2283,Regional Finalists,2013,2013txda
frc2283,Engineering Inspiration Award,2013,2013txda
frc2283,Regional Winner,2014,2014gadu
frc2283,Innovation in Control Award sponsored by Rockwell Automation,2014,2014gadu
frc2283,Regional Winner,2014,2014mxmc
frc2283,Excellence in Engineering Award sponsored by Delphi,2014,2014mxmc
frc2283,Woodie Flowers Finalist Award,2014,2014mxmc
frc2283,Regional Chairman's Award,2015,2015mxmc
frc2283,Regional Winners,2015,2015mxmc
frc2283,Woodie Flowers Finalist Award,2015,2015mxmc
frc2283,Regional Finalists,2016,2016mxmc
frc2283,Excellence in Engineering Award sponsored by Delphi,2016,2016mxmc
frc2283,Wildcard,2016,2016mxmc
frc2283,Regional Finalists,2017,2017mxtl
frc2283,Creativity Award sponsored by Xerox,2017,2017mxtl
frc2283,Excellence in Engineering Award sponsored by Delphi,2017,2017mxto
frc2283,Regional Winners,2018,2018mxto
frc2283,Industrial Design Award sponsored by General Motors,2018,2018mxto
frc2283,Quality Award sponsored by Motorola Solutions Foundation,2018,2018txlu
frc2283,Gracious Professionalism Award sponsored by Johnson & Johnson,2019,2019lake
frc2283,Regional Winners,2020,2020mxmo
frc2283,Creativity Award sponsored by Rockwell Automation,2021,2021gamcr
frc2288,Judges' Award,2024,2024casj
frc2330,Rookie Inspiration Award,2008,2008ok
frc2333,Chrysler Team Spirit Award,2008,2008ok
frc2333,Regional Finalist,2009,2009ok
frc2333,Regional Finalists,2017,2017arli
frc2333,Wildcard,2017,2017arli
frc2333,Regional Winners,2023,2023okok
frc2333,Regional Winners,2023,2023oktu
frc2334,Highest Rookie Seed Award,2008,2008kc
frc2334,Imagery Award,2008,2008kc
frc2335,Archimedes - Highest Rookie Seed,2008,2008arc
frc2335,Rookie All Star Award,2008,2008kc
frc2335,Gracious Professionalism Award sponsored by Johnson & Johnson,2015,2015mokc
frc2335,Creativity Award sponsored by Xerox,2016,2016mokc
frc2335,Creativity Award sponsored by Xerox,2018,2018okok
frc2337,Curie - Highest Rookie Seed,2008,2008cur
frc2337,Rookie All Star Award,2008,2008dt
frc2337,Highest Rookie Seed Award,2008,2008dt
frc2337,Highest Rookie Seed Award,2008,2008mi
frc2337,Xerox Creativity Award,2008,2008mi
frc2337,Underwriters Laboratories Industrial Safety Award,2009,2009gg
frc2337,Underwriters Laboratories Industrial Safety Award,2009,2009gl
frc2337,Team Spirit Award sponsored by Chrysler,2010,2010gg
frc2337,Winner,2010,2010wc
frc2337,Quality Award sponsored by Motorola,2010,2010wc
frc2337,Quality Award sponsored by Motorola,2011,2011gl
frc2337,Winner,2011,2011oc
frc2337,Industrial Safety Award sponsored by Underwriters Laboratories,2011,2011oc
frc2337,Engineering Excellence Award sponsored by Delphi,2011,2011oc
frc2337,Regional Chairman's Award,2011,2011wc
frc2337,Winner,2011,2011wc
frc2337,Regional Winners,2012,2012gg
frc2337,Engineering Inspiration Award,2012,2012gg
frc2337,Quality Award sponsored by Motorola,2012,2012gl
frc2337,Industrial Safety Award sponsored by Underwriters Laboratories,2012,2012gl
frc2337,Innovation in Control Award sponsored by Rockwell Automation,2012,2012wca
frc2337,Website Award,2012,2012wca
frc2337,Gracious Professionalism Award sponsored by Johnson & Johnson,2013,2013mibed
frc2337,Regional Chairman's Award,2013,2013micmp
frc2337,Regional Finalists,2013,2013micmp
frc2337,Excellence in Engineering Award sponsored by Delphi,2013,2013miket
frc2337,Regional Chairman's Award,2013,2013mitry
frc2337,Quality Award sponsored by Motorola,2014,2014micmp
frc2337,Winner,2014,2014miket
frc2337,Engineering Inspiration,2014,2014miket
frc2337,District Chairman's Award,2014,2014misjo
frc2337,Winner,2014,2014misjo
frc2337,Finalist,2014,2014mitry
frc2337,Creativity Award sponsored by Xerox,2014,2014mitry
frc2337,Industrial Design Award sponsored by General Motors,2015,2015micmp
frc2337,District Event Winner,2015,2015miket
frc2337,Industrial Design Award sponsored by General Motors,2015,2015miket
frc2337,Industrial Safety Award sponsored by Underwriters Laboratories,2015,2015miket
frc2337,District Event Finalist,2015,2015mitry
frc2337,District Engineering Inspiration Award,2015,2015mitry
frc2337,Gracious Professionalism,2016,2016marc
frc2337,District Engineering Inspiration Award,2016,2016mike2
frc2337,District Event Finalist,2016,2016mitry
frc2337,District Engineering Inspiration Award,2016,2016mitry
frc2337,Team Spirit Award sponsored by FCA Foundation,2017,2017arc
frc2337,District Championship Winner,2017,2017micmp3
frc2337,Industrial Design Award sponsored by General Motors,2017,2017micmp3
frc2337,Gracious Professionalism Award sponsored by Johnson & Johnson,2017,2017mike2
frc2337,Innovation in Control Award sponsored by Rockwell Automation,2017,2017mishe
frc2337,Gracious Professionalism Award sponsored by Johnson & Johnson,2017,2017mitry
frc2337,District Event Finalist,2017,2017mitry
frc2337,Gracious Professionalism Award sponsored by Johnson & Johnson,2018,2018dar
frc2337,Winner,2018,2018mibg
frc2337,Quality Award sponsored by Motorola Solutions Foundation,2018,2018micmp1
frc2337,District Championship Finalist,2018,2018micmp1
frc2337,District Event Winner,2018,2018mifor
frc2337,Industrial Design Award sponsored by General Motors,2018,2018mifor
frc2337,Finalist,2018,2018mikk
frc2337,District Chairman's Award,2018,2018misjo
frc2337,District Event Finalist,2018,2018mitry
frc2337,Excellence in Engineering Award sponsored by Delphi,2018,2018mitry
frc2337,Championship Subdivision Finalist,2019,2019dar
frc2337,Innovation in Control Award sponsored by Rockwell Automation,2019,2019micmp2
frc2337,District Event Winner,2019,2019mifor
frc2337,Quality Award sponsored by Motorola Solutions Foundation,2019,2019mifor
frc2337,District Chairman's Award,2019,2019misjo
frc2337,Industrial Design Award sponsored by General Motors,2019,2019mitry
frc2337,District Chairman's Award,2020,2020miket
frc2337,District Event Winner,2020,2020miket
frc2337,Safety Award sponsored by Underwriters Laboratories,2020,2020miket
frc2337,Industrial Design Award sponsored by General Motors,2020,2020misjo
frc2337,Quality Award,2021,2021irhag
frc2337,Skills Competition Winner,2021,2021irhag
frc2337,District Championship Winner,2022,2022micmp4
frc2337,Industrial Design Award sponsored by General Motors,2022,2022micmp4
frc2337,District Championship Winner,2022,2022micmp
frc2337,District Event Winner,2022,2022miliv
frc2337,Autonomous Award sponsored by Ford,2022,2022miliv
frc2337,District Event Finalist,2022,2022mitry
frc2337,District Engineering Inspiration Award,2022,2022mitry
frc2337,Championship Division Finalist,2023,2023gal
frc2337,Winner,2023,2023mibg
frc2337,Excellence in Engineering Award,2023,2023micmp3
frc2337,District Event Winner,2023,2023midet
frc2337,Quality Award,2023,2023midet
frc2337,District Event Finalist,2023,2023mitr2
frc2337,Excellence in Engineering Award,2023,2023mitr2
frc2337,Gracious Professionalism Award,2024,2024miann
frc2337,Innovation in Control Award,2024,2024micmp1
frc2337,District Event Winner,2024,2024mimtp
frc2337,Excellence in Engineering Award,2024,2024mimtp
frc2338,Rookie All Star Award,2008,2008il
frc2338,Regional Finalist,2009,2009il
frc2338,Team Spirit Award sponsored by Chrysler,2010,2010il
frc2338,Team Spirit Award sponsored by Chrysler,2011,2011il
frc2338,Judges' Award,2012,2012il
frc2338,Gracious Professionalism Award sponsored by Johnson & Johnson,2013,2013ilch
frc2338,FIRST Dean's List Finalist,2013,2013ilch
frc2338,Regional Winners,2013,2013wimi
frc2338,Regional Finalist,2014,2014ilch
frc2338,Championship Subdivision Winner,2015,2015arc
frc2338,Regional Chairman's Award,2015,2015ilch
frc2338,Regional Finalists,2015,2015ilch
frc2338,Judges' Award,2015,2015wimi
frc2338,Gracious Professionalism Award sponsored by Johnson & Johnson,2016,2016arc
frc2338,Team Spirit Award sponsored by FCA Foundation,2016,2016arlr
frc2338,Regional Chairman's Award,2016,2016ilch
frc2338,Regional Finalists,2016,2016ilch
frc2338,Regional Chairman's Award,2017,2017ilch
frc2338,Judges' Award,2017,2017ilpe
frc2338,Regional Engineering Inspiration Award,2018,2018ilpe
frc2338,Quality Award sponsored by Motorola Solutions Foundation,2019,2019ilch
frc2338,Regional Winners,2020,2020ilch
frc2338,Regional Engineering Inspiration Award,2020,2020ilch
frc2338,Woodie Flowers Finalist Award,2021,2021illaw
frc2338,FIRST Innovation Challenge Semi-Finalist Award,2021,2021innmn
frc2338,Autonomous Award sponsored by Ford,2021,2021irhcd
frc2338,Regional Winners,2022,2022ilch
frc2338,Quality Award,2022,2022ilch
frc2338,FIRST Dean's List Finalist Award,2022,2022ilch
frc2338,Regional Chairman's Award,2022,2022ilpe
frc2338,Championship Division Finalist,2023,2023hop
frc2338,Regional FIRST Impact Award,2023,2023ilch
frc2338,FIRST Dean's List Finalist Award,2023,2023ilch
frc2338,Regional Winners,2023,2023wila
frc2338,Regional Engineering Inspiration Award,2023,2023wila
frc2338,Regional Winners,2024,2024ilch
frc2338,Excellence in Engineering Award,2024,2024ilch
frc2338,Regional Finalists,2024,2024ilpe
frc2338,Regional Engineering Inspiration Award,2024,2024ilpe
frc2338,Finalist,2024,2024iltrr
frc2339,Regional Finalists,2012,2012sdc
frc2339,Regional Winners,2015,2015casd
frc2340,Galileo - Highest Rookie Seed,2008,2008gal
frc2340,Rookie All Star Award,2008,2008roc
frc2340,Highest Rookie Seed Award,2008,2008roc
frc2341,Judges Award,2008,2008ok
frc2341,Judges Award,2009,2009ok
frc2341,Engineering Inspiration,2010,2010ok
frc2341,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2011,2011ok
frc2341,Judges' Award,2012,2012cmp
frc2341,Quality Award sponsored by Motorola,2012,2012co
frc2341,Industrial Safety Award sponsored by Underwriters Laboratories,2012,2012co
frc2341,Quality Award sponsored by Motorola,2012,2012ok
frc2341,Engineering Inspiration Award,2012,2012ok
frc2341,Regional Finalists,2013,2013okok
frc2341,FIRST Dean's List Finalist,2013,2013okok
frc2341,Engineering Inspiration Award,2013,2013okok
frc2341,Industrial Safety Award sponsored by Underwriters Laboratories,2014,2014arc
frc2341,Engineering Inspiration,2014,2014okok
frc2341,Regional Chairman's Award,2016,2016okok
frc2341,Industrial Safety Award sponsored by Underwriters Laboratories,2016,2016okok
frc2341,Woodie Flowers Finalist Award,2017,2017okok
frc2341,Imagery Award in honor of Jack Kamen,2017,2017txlu
frc2341,Regional Chairman's Award,2018,2018okok
frc2341,Safety Award sponsored by Underwriters Laboratories,2018,2018txda
frc2341,Regional Engineering Inspiration Award,2018,2018txda
frc2341,Regional Chairman's Award,2019,2019code
frc2341,Safety Award sponsored by Underwriters Laboratories,2019,2019okok
frc2341,FIRST Dean's List Finalist Award,2019,2019okok
frc2341,Regional Engineering Inspiration Award,2019,2019okok
frc2341,Regional Chairman's Award,2020,2020ilpe
frc2341,Woodie Flowers Finalist Award,2020,2020okok
frc2341,Skills Competition Finalist,2021,2021irhin
frc2341,Regional Chairman's Award,2021,2021mplaw
frc2341,FIRST Dean's List Finalist Award,2021,2021mplaw
frc2341,Regional Chairman's Award,2022,2022arli
frc2341,Regional Engineering Inspiration Award,2022,2022okok
frc2341,Industrial Design Award sponsored by General Motors,2022,2022oktu
frc2341,Regional Finalists,2022,2022oktu
frc2341,Engineering Inspiration Award,2022,2022roe
frc2341,Judges' Award,2023,2023code
frc2341,Team Sustainability Award,2023,2023hop
frc2341,Regional FIRST Impact Award,2023,2023okok
frc2341,FIRST Dean's List Finalist Award,2023,2023okok
frc2341,Team Spirit Award,2023,2023oktu
frc2341,Regional FIRST Impact Award,2024,2024arli
frc2341,Creativity Award sponsored by Rockwell Automation,2024,2024new
frc2342,Rookie All Star Award,2008,2008nh
frc2342,Industrial Design Award sponsored by General Motors,2012,2012nh
frc2342,Creativity Award sponsored by Xerox,2013,2013nhma
frc2342,Judges Award,2014,2014melew
frc2342,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2015,2015nhdur
frc2342,Industrial Safety Award sponsored by Underwriters Laboratories,2015,2015nhnas
frc2342,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2016,2016nhdur
frc2342,Industrial Safety Award sponsored by Underwriters Laboratories,2016,2016nhgrs
frc2342,Imagery Award in honor of Jack Kamen,2016,2016nhgrs
frc2342,Innovation in Control Award sponsored by Rockwell Automation,2017,2017mawor
frc2342,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2017,2017necmp
frc2342,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2017,2017nhbed
frc2342,Excellence in Engineering Award sponsored by Delphi,2018,2018mabos
frc2342,Safety Award sponsored by Underwriters Laboratories,2018,2018nhgrs
frc2342,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2018,2018nhgrs
frc2342,Imagery Award in honor of Jack Kamen,2019,2019nhdur
frc2342,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2019,2019nhsnh
frc2342,Imagery Award in honor of Jack Kamen,2020,2020mabri
frc2342,Entrepreneurship Award,2022,2022mawor
frc2342,Imagery Award in honor of Jack Kamen,2022,2022necmp1
frc2342,Judges' Award,2023,2023mabri
frc2342,District Championship Dean's List Semi-Finalist,2023,2023mabri
frc2342,Judges' Award,2023,2023nhdur
frc2342,Imagery Award in honor of Jack Kamen,2024,2024nhdur
frc2342,District Championship Dean's List Semi-Finalist,2024,2024nhdur
frc2344,Rookie Inspiration Award,2008,2008ct
frc2344,Rookie All Star Award,2008,2008ny
frc2344,Highest Rookie Seed Award,2008,2008ny
frc2344,Regional Winner,2009,2009nj
frc2344,Regional Chairman's Award,2009,2009ny
frc2344,Regional Finalist,2009,2009ny
frc2344,Regional Winners,2015,2015nyny
frc2344,Excellence in Engineering Award sponsored by Delphi,2015,2015nyny
frc2345,Winner,2010,2010kc
frc2345,Coopertition Award,2010,2010kc
frc2347,Judges' Award,2024,2024nyli2
frc2348,Regional Winner,2009,2009hi
frc2348,Judges Award,2009,2009hi
frc2348,Team Spirit Award sponsored by Chrysler,2012,2012hi
frc2348,FIRST Dean's List Finalist Award,2012,2012hi
frc2348,Creativity Award sponsored by Xerox,2013,2013hiho
frc2348,Regional Finalist,2014,2014hiho
frc2348,Regional Winners,2024,2024hiho
frc2348,Wildcard,2024,2024hiho
frc2352,Championship - Rookie All Star,2008,2008cmp
frc2352,Rookie All Star Award,2008,2008ok
frc2352,Imagery Award,2009,2009da
frc2352,Imagery Award,2009,2009ok
frc2352,Finalist,2010,2010da
frc2352,Innovation in Control Award sponsored by Rockwell Automation,2010,2010ok
frc2352,FIRST Dean's List Finalist Award,2012,2012ok
frc2352,Innovation in Control Award sponsored by Rockwell Automation,2013,2013okok
frc2352,Team Spirit Award sponsored by Chrysler,2014,2014arfa
frc2352,Regional Finalist,2014,2014okok
frc2352,FIRST Dean's List Finalist,2014,2014okok
frc2352,Industrial Design Award sponsored by General Motors,2018,2018mokc
frc2352,Regional Winners,2018,2018okok
frc2352,Imagery Award in honor of Jack Kamen,2019,2019mokc
frc2352,Autonomous Award sponsored by Ford,2023,2023okok
frc2353,Regional Finalists,2013,2013mokc
frc2354,Regional Winner,2008,2008ok
frc2354,"Delphi ""Driving Tomorrow's Technology"" Award",2008,2008ok
frc2354,Regional Winner,2009,2009da
frc2354,Xerox Creativity Award,2009,2009ok
frc2354,Industrial Design sponsored by General Motors,2011,2011ok
frc2357,Team Spirit Award sponsored by FCA Foundation,2016,2016mokc
frc2357,Team Spirit Award sponsored by FCA Foundation,2017,2017mokc
frc2357,Imagery Award in honor of Jack Kamen,2018,2018mokc
frc2357,Team Spirit Award sponsored by FCA Foundation,2019,2019arli
frc2357,Regional Winners,2019,2019mokc
frc2357,Gracious Professionalism Award sponsored by Johnson & Johnson,2019,2019mokc
frc2357,Regional Finalists,2020,2020mokc
frc2357,Wildcard,2020,2020mokc
frc2357,Industrial Design Award sponsored by General Motors,2022,2022mokc
frc2357,Imagery Award in honor of Jack Kamen,2023,2023ksla
frc2357,Innovation in Control Award,2023,2023oktu
frc2357,Industrial Design Award sponsored by General Motors,2024,2024arc
frc2357,Regional Finalists,2024,2024arli
frc2357,Innovation in Control Award,2024,2024arli
frc2357,Regional Engineering Inspiration Award,2024,2024ksla
frc2357,Team Sustainability Award sponsored by Dow,2024,2024mokc
frc2358,Creativity,2009,2009il
frc2358,Quality Award sponsored by Motorola,2010,2010il
frc2358,Finalist,2010,2010il
frc2358,Creativity Award sponsored by Xerox,2012,2012il
frc2358,Innovation in Control Award sponsored by Rockwell Automation,2014,2014ilch
frc2358,Creativity Award sponsored by Xerox,2019,2019ilpe
frc2358,Imagery Award in honor of Jack Kamen,2021,2021gamar
frc2358,FIRST Dean's List Finalist Award,2022,2022ilpe
frc2358,Woodie Flowers Finalist Award,2023,2023ilch
frc2359,Regional Finalist,2008,2008ok
frc2359,Engineering Inspiration,2011,2011ok
frc2359,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2012,2012ok
frc2359,Creativity Award sponsored by Xerox,2013,2013mokc
frc2359,Creativity Award sponsored by Xerox,2013,2013okok
frc2359,Industrial Design Award sponsored by General Motors,2014,2014okok
frc2359,Regional Finalists,2017,2017okok
frc2359,Regional Winners,2023,2023mokc
frc2360,Rookie Inspiration Award,2008,2008in
frc2361,Judges Award,2008,2008wat
frc2361,Rookie Inspiration Award,2008,2008wat
frc2361,Excellence in Design Award sponsored by Autodesk,2011,2011wat
frc2362,Rookie Inspiration Award,2008,2008ga
frc2362,Rookie Inspiration Award,2008,2008sc
frc2363,Rookie Inspiration Award,2008,2008va
frc2363,Underwriters Laboratories Industrial Safety Award,2009,2009va
frc2363,Industrial Safety Award sponsored by Underwriters Laboratories,2010,2010dc
frc2363,Quality Award sponsored by Motorola,2010,2010va
frc2363,Winner,2011,2011sc
frc2363,Engineering Excellence Award sponsored by Delphi,2011,2011sc
frc2363,Industrial Design sponsored by General Motors,2011,2011va
frc2363,Finalist,2011,2011va
frc2363,Woodie Flowers Award,2011,2011va
frc2363,Quality Award sponsored by Motorola,2013,2013vari
frc2363,Regional Finalists,2013,2013vari
frc2363,Championship Winners,2014,2014gal
frc2363,Regional Winner,2014,2014mdba
frc2363,Industrial Design Award sponsored by General Motors,2014,2014mdba
frc2363,FIRST Dean's List Finalist,2014,2014vari
frc2363,Regional Winners,2015,2015mdcp
frc2363,Innovation in Control Award sponsored by Rockwell Automation,2015,2015mdcp
frc2363,Regional Winners,2015,2015vari
frc2363,District Event Winner,2016,2016vahay
frc2363,District Chairman's Award,2016,2016vapor
frc2363,District Event Finalist,2016,2016vapor
frc2363,Gracious Professionalism Award sponsored by Johnson & Johnson,2017,2017chcmp
frc2363,District Championship Finalist,2017,2017chcmp
frc2363,Gracious Professionalism Award sponsored by Johnson & Johnson,2017,2017vahay
frc2363,District Event Finalist,2017,2017vahay
frc2363,District Chairman's Award,2017,2017vapor
frc2363,District Event Winner,2017,2017vapor
frc2363,Innovation in Control Award sponsored by Rockwell Automation,2018,2018vahay
frc2363,District Chairman's Award,2018,2018vapor
frc2363,Creativity Award sponsored by Xerox,2019,2019chcmp
frc2363,Woodie Flowers Finalist Award,2019,2019chcmp
frc2363,District Event Winner,2019,2019vahay
frc2363,District Engineering Inspiration Award,2019,2019vahay
frc2363,Creativity Award sponsored by Xerox,2019,2019vapor
frc2363,District Event Finalist,2020,2020vahay
frc2363,District Engineering Inspiration Award,2020,2020vahay
frc2363,District Championship Winner,2022,2022chcmp
frc2363,FIRST Dean's List Finalist Award,2022,2022chcmp
frc2363,District Event Winner,2022,2022va305
frc2363,District Engineering Inspiration Award,2022,2022va305
frc2363,District Event Winner,2022,2022va319
frc2363,Autonomous Award sponsored by Ford,2022,2022va319
frc2363,District Event Winner,2022,2022va320
frc2363,District Championship Winner,2023,2023chcmp
frc2363,Innovation in Control Award,2023,2023chcmp
frc2363,Innovation in Control Award,2023,2023dal
frc2363,District Event Winner,2023,2023vabla
frc2363,Autonomous Award sponsored by Ford,2023,2023vabla
frc2363,District Event Winner,2023,2023vapor
frc2363,Autonomous Award sponsored by Ford,2023,2023vapor
frc2363,District Event Winner,2024,2024vafal
frc2363,Quality Award,2024,2024vafal
frc2363,Gracious Professionalism Award,2024,2024vapor
frc2363,District Event Finalist,2024,2024vapor
frc2365,Highest Rookie Seed Award,2008,2008az
frc2367,Regional Winners,2018,2018casj
frc2368,Highest Rookie Seed Award,2008,2008in
frc2369,Team Spirit Award sponsored by Chrysler,2013,2013okok
frc2370,Highest Rookie Seed Award,2008,2008nh
frc2370,Website Award,2008,2008nh
frc2370,Quality Award sponsored by Motorola,2010,2010wor
frc2370,Finalist,2010,2010wor
frc2370,Winner,2011,2011wor
frc2370,Creativity Award sponsored by Xerox,2014,2014nhnas
frc2370,Innovation in Control Award sponsored by Rockwell Automation,2015,2015maspr
frc2370,Gracious Professionalism Award sponsored by Johnson & Johnson,2016,2016necmp
frc2370,District Event Finalist,2016,2016nhdur
frc2370,District Event Winner,2017,2017mawor
frc2370,Judges' Award,2017,2017nhbed
frc2370,District Event Finalist,2017,2017nhbed
frc2370,Industrial Design Award sponsored by General Motors,2018,2018mawor
frc2370,Excellence in Engineering Award sponsored by Delphi,2019,2019mawne
frc2370,District Event Winner,2019,2019nhdur
frc2370,Quality Award sponsored by Motorola Solutions Foundation,2019,2019nhdur
frc2370,Game Design Challenge Finalist,2021,2021gamce
frc2370,Designer's Award,2021,2021gamcl
frc2370,Quality Award,2022,2022mawne
frc2370,District Event Winner,2022,2022mawor
frc2370,District Engineering Inspiration Award,2022,2022mawor
frc2370,Regional Engineering Inspiration Award,2022,2022necmp
frc2370,District Engineering Inspiration Award,2023,2023mawne
frc2370,District Event Winner,2023,2023mawor
frc2370,Team Sustainability Award,2023,2023mawor
frc2370,Team Sustainability Award,2023,2023necmp1
frc2370,Championship Division Winner,2024,2024hop
frc2370,District FIRST Impact Award,2024,2024marea
frc2370,Imagery Award in honor of Jack Kamen,2024,2024mawor
frc2370,District Championship Dean's List Semi-Finalist,2024,2024mawor
frc2370,Regional FIRST Impact Award,2024,2024necmp
frc2370,FIRST Dean's List Finalist Award,2024,2024necmp
frc2372,Finalist,2011,2011ok
frc2373,Regional Finalist,2008,2008ok
frc2373,Regional Winners,2024,2024okok
frc2373,Wildcard,2024,2024okok
frc2374,Regional Finalist,2008,2008or
frc2374,"Delphi ""Driving Tomorrow's Technology"" Award",2008,2008or
frc2374,Creativity Award sponsored by Xerox,2013,2013wach
frc2374,District Event Finalist,2016,2016orore
frc2374,Excellence in Engineering Award sponsored by Delphi,2016,2016orore
frc2374,Industrial Safety Award sponsored by Underwriters Laboratories,2016,2016orwil
frc2374,FIRST Dean's List Finalist Award,2016,2016pncmp
frc2374,District Event Finalist,2017,2017orlak
frc2374,Creativity Award sponsored by Xerox,2017,2017orlak
frc2374,Safety Award sponsored by Underwriters Laboratories,2018,2018orwil
frc2374,Safety Award sponsored by Underwriters Laboratories,2019,2019orlak
frc2374,Gracious Professionalism Award,2022,2022orore
frc2374,District Championship Dean's List Semi-Finalist,2023,2023orsal
frc2374,Team Spirit Award,2023,2023orwil
frc2374,Finalist,2024,2024orbb
frc2374,Excellence in Engineering Award,2024,2024orwil
frc2375,Judges Award,2008,2008az
frc2375,Finalist,2010,2010az
frc2375,Gracious Professionalism Award sponsored by Johnson & Johnson,2012,2012az
frc2375,Woodie Flowers Finalist Award,2012,2012az
frc2375,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2015,2015azch
frc2375,Regional Chairman's Award,2015,2015azpx
frc2375,Industrial Safety Award sponsored by Underwriters Laboratories,2015,2015azpx
frc2375,Judges' Award,2015,2015carm
frc2375,Team Spirit Award sponsored by FCA Foundation,2016,2016azpx
frc2375,FIRST Dean's List Finalist Award,2016,2016azpx
frc2375,Imagery Award in honor of Jack Kamen,2017,2017azfl
frc2375,Team Spirit Award sponsored by FCA Foundation,2017,2017azpx
frc2375,Regional Finalists,2019,2019cala
frc2375,Team Spirit Award sponsored by FCA Foundation,2019,2019cala
frc2375,Wildcard,2019,2019cala
frc2375,FIRST Dean's List Finalist Award,2023,2023azgl
frc2375,Regional Winners,2024,2024azgl
frc2375,Wildcard,2024,2024azgl
frc2377,Rookie All Star Award,2008,2008md
frc2377,Highest Rookie Seed Award,2008,2008md
frc2377,Entrepreneurship,2009,2009dc
frc2377,Kleiner Perkins Caufield & Byers Entrepreneurship Award,2009,2009md
frc2377,Industrial Design sponsored by General Motors,2010,2010dc
frc2377,Finalist,2010,2010dc
frc2377,Winner,2010,2010md
frc2377,Quality Award sponsored by Motorola,2010,2010md
frc2377,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2010,2010md
frc2377,Winner,2011,2011dc
frc2377,Engineering Excellence Award sponsored by Delphi,2011,2011md
frc2377,Regional Winners,2012,2012md
frc2377,Industrial Design Award sponsored by General Motors,2012,2012md
frc2377,FIRST Dean's List Finalist,2013,2013mdba
frc2377,Woodie Flowers Finalist Award,2014,2014mdba
frc2377,Judges' Award,2015,2015dcwa
frc2377,Regional Finalists,2015,2015dcwa
frc2377,Imagery Award in honor of Jack Kamen,2016,2016chcmp
frc2377,Imagery Award in honor of Jack Kamen,2016,2016mdblr
frc2377,Imagery Award in honor of Jack Kamen,2016,2016mdedg
frc2377,Imagery Award in honor of Jack Kamen,2017,2017mdedg
frc2377,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2017,2017vahay
frc2377,Safety Award sponsored by Underwriters Laboratories,2018,2018chcmp
frc2377,Safety Award sponsored by Underwriters Laboratories,2018,2018mdedg
frc2377,Safety Award sponsored by Underwriters Laboratories,2018,2018vagdc
